,Ceele_1,Ceele_2,Ceele_3,Ceele_4,Ceele_5,Ceele_6,Ceele_7,cuentos_1,cuentos_2,cuentos_3,cuentos_4,cuentos_5,cuentos_6,cuentos_7,excale_1,excale_2,excale_3,excale_4,excale_5,excale_6,excale_7,Total
CVCCC,0.0,0.0,0.0,0.0,0.0,7.230135203528306e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.230135203528306e-06
CVVCCC,0.0,0.0,7.230135203528306e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.230135203528306e-06
CCCV,0.0,0.0,0.0,0.0,0.0,7.230135203528306e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.230135203528306e-06
VVV,0.0,0.0,0.0,0.0,0.0,7.230135203528306e-06,7.230135203528306e-06,7.230135203528306e-06,0.0,0.0,0.0,0.0,0.0,7.230135203528306e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8920540814113223e-05
VVCC,0.0,0.0,7.230135203528306e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8920540814113223e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.615067601764153e-05
CCC,0.0,0.0,0.0,7.230135203528306e-06,0.0,7.230135203528306e-06,2.1690405610584918e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.615067601764153e-05
VCCC,0.0,7.230135203528306e-06,7.230135203528306e-06,7.230135203528306e-06,0.0,7.230135203528306e-06,1.4460270407056612e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3380811221169837e-05
CVVCC,0.0,0.0,1.4460270407056612e-05,7.230135203528306e-06,1.4460270407056612e-05,0.0,7.230135203528306e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3380811221169837e-05
CVVV,0.0,0.0,0.0,0.0,0.0,2.1690405610584918e-05,1.4460270407056612e-05,1.4460270407056612e-05,0.0,0.0,0.0,0.0,0.0,7.230135203528306e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.7841081628226447e-05
CCVCC,0.0,0.0,0.0,0.0,1.4460270407056612e-05,7.230135203528306e-06,2.1690405610584918e-05,7.230135203528306e-06,7.230135203528306e-06,7.230135203528306e-06,1.4460270407056612e-05,7.230135203528306e-06,2.8920540814113223e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00011568216325645289
VCC,7.230135203528306e-06,2.1690405610584918e-05,1.4460270407056612e-05,3.615067601764153e-05,2.1690405610584918e-05,4.3380811221169837e-05,5.0610946424698145e-05,0.0,2.8920540814113223e-05,7.230135203528306e-06,7.230135203528306e-06,5.0610946424698145e-05,1.4460270407056612e-05,1.4460270407056612e-05,0.0,7.230135203528306e-06,0.0,7.230135203528306e-06,0.0,0.0,0.0,0.0003325862193623021
VVC,0.0,0.0,0.0,2.1690405610584918e-05,0.0,0.0,3.615067601764153e-05,2.1690405610584918e-05,4.3380811221169837e-05,5.0610946424698145e-05,4.3380811221169837e-05,2.8920540814113223e-05,1.4460270407056612e-05,1.4460270407056612e-05,0.0,1.4460270407056612e-05,2.8920540814113223e-05,6.507121683175475e-05,7.230135203528306e-06,1.4460270407056612e-05,2.8920540814113223e-05,0.00043380811221169837
CVCC,1.4460270407056612e-05,2.1690405610584918e-05,7.953148723881137e-05,5.7841081628226447e-05,3.615067601764153e-05,6.507121683175475e-05,0.0001301424336635095,0.0,0.0,7.230135203528306e-06,1.4460270407056612e-05,5.0610946424698145e-05,3.615067601764153e-05,6.507121683175475e-05,0.0,1.4460270407056612e-05,1.4460270407056612e-05,7.230135203528306e-06,7.230135203528306e-06,7.230135203528306e-06,7.230135203528306e-06,0.000636251897910491
CC,7.230135203528306e-06,5.7841081628226447e-05,9.399175764586797e-05,7.230135203528306e-05,0.00011568216325645289,4.3380811221169837e-05,0.0001301424336635095,0.0,0.0,5.7841081628226447e-05,0.0,2.8920540814113223e-05,0.0,2.1690405610584918e-05,0.0,1.4460270407056612e-05,7.230135203528306e-06,0.0,0.0,0.0,7.230135203528306e-06,0.0006579423035210758
CCVVC,6.507121683175475e-05,0.00015906297447762274,0.0002892054081411322,0.0003470464897693587,0.00020244378569879258,0.00023136432651290579,0.0005277998698575663,2.1690405610584918e-05,8.676162244233967e-05,2.1690405610584918e-05,5.0610946424698145e-05,6.507121683175475e-05,3.615067601764153e-05,4.3380811221169837e-05,2.1690405610584918e-05,4.3380811221169837e-05,3.615067601764153e-05,3.615067601764153e-05,0.0,3.615067601764153e-05,2.1690405610584918e-05,0.0023425638059431713
CCVV,1.4460270407056612e-05,5.0610946424698145e-05,0.0002530547321234907,0.00033981635456583036,0.0001446027040705661,0.0001373725688670378,0.0002747451377340756,0.00016629310968115104,5.0610946424698145e-05,0.00010122189284939629,6.507121683175475e-05,0.00011568216325645289,0.00010845202805292459,5.7841081628226447e-05,2.1690405610584918e-05,6.507121683175475e-05,8.676162244233967e-05,0.0001446027040705661,9.399175764586797e-05,7.230135203528306e-05,5.0610946424698145e-05,0.002414865157978454
C,0.00017352324488467935,0.0002385944617164341,0.00044103824741522664,0.0010483696045116044,0.0003181259489552455,0.0004554985178222833,0.0010266791989010195,7.230135203528306e-05,7.230135203528306e-06,1.4460270407056612e-05,0.0,0.00010122189284939629,7.230135203528306e-06,7.230135203528306e-05,0.0,0.0,5.0610946424698145e-05,3.615067601764153e-05,2.1690405610584918e-05,1.4460270407056612e-05,1.4460270407056612e-05,0.004113946930807606
VV,5.7841081628226447e-05,0.0001373725688670378,0.00018075338008820765,0.0007157833851493023,0.00019521365049526425,0.00032535608415877376,0.0010700600101221894,6.507121683175475e-05,2.8920540814113223e-05,0.00011568216325645289,5.7841081628226447e-05,8.676162244233967e-05,2.8920540814113223e-05,0.00021690405610584918,7.230135203528306e-05,0.00029643554334466055,0.0003687368953799436,0.0005350300050610947,0.00030366567854818883,0.00022413419130937748,0.00015183283927409441,0.005234617887354493
CCVC,0.0002385944617164341,0.000520569734654038,0.0011495914973610006,0.0025088569156243223,0.0010917504157327742,0.001062829874918661,0.0030800375967030584,0.00032535608415877376,0.0005711806810787362,0.0005350300050610947,0.00044826838261875497,0.000520569734654038,0.00039765743619405683,0.00043380811221169837,7.953148723881137e-05,0.0002892054081411322,0.00038319716578700023,0.0004844190586363965,0.00026751500253054735,0.00020244378569879258,0.00010845202805292459,0.014698864868773046
CVVC,0.0002530547321234907,0.0008820764948304533,0.0014604873111127177,0.002790832188561926,0.0013158846070421516,0.001272503795820982,0.0034343142216759453,0.0006290217627069626,0.0008459258188128118,0.0009977586580869062,0.0011712819029715857,0.001438796905502133,0.0012218928493962838,0.0007953148723881137,0.0005350300050610947,0.001843684476899718,0.0020172077217843975,0.0028920540814113224,0.0013520352830597932,0.0007519340611669438,0.000874846359626925,0.028775938110042656
CCV,0.0006868628443351891,0.001915985828935001,0.0032752512471983224,0.0060733135709637774,0.0028703636758007373,0.0030438869206854168,0.008820764948304534,0.0015544790687585857,0.0017569228544573783,0.0015183283927409444,0.0016990817728291519,0.0018292242064926615,0.001489407851926831,0.0017930735304750199,0.0005133395994505098,0.0024220952931819826,0.0030221965150748317,0.0038898127394982286,0.0016050900151832839,0.0012435832550068686,0.001113440821343359,0.05213650495264262
CVV,0.0009760682524763213,0.0027040705661195864,0.005061094642469814,0.008560480080977515,0.003781360711445304,0.004135637336418191,0.010613838478779553,0.002031667992191454,0.00208950907381968,0.0021184296146337937,0.001959366640156171,0.002147350155447907,0.0017858433952714916,0.001626780420793869,0.0010555997397151326,0.0035861470609500398,0.004489913961391078,0.006225146410237871,0.002523317186031379,0.0019304460993420577,0.0018798351529173596,0.07128190297158557
VC,0.001272503795820982,0.0030366567854818887,0.005574434241920324,0.009558238739064421,0.004229629094064059,0.004591135854240474,0.012580435254139252,0.0016629310968115103,0.0023425638059431713,0.0024727062396066807,0.0025883884028631335,0.002906514351818379,0.002545007591641964,0.0020244378569879255,0.001135131226953944,0.003875352469091172,0.004504374231798135,0.006709565468874268,0.0027980623237654546,0.0023208734003325863,0.0018653748825103028,0.08059431711373002
V,0.0012435832550068686,0.0035572265201359267,0.006311908032680211,0.011539295784831176,0.004836960451160437,0.0056828862699732485,0.016651001373725688,0.0018653748825103028,0.002082278938616152,0.002364254211553756,0.002385944617164341,0.002573928132456077,0.0022558021835008316,0.0017786132600679633,0.0013881859590774348,0.004945412479213361,0.006051623165353192,0.0089653676523751,0.003687368953799436,0.0030583471910924733,0.0027329911069336995,0.09595835442122767
CVC,0.0022124213722796615,0.006160075193406117,0.01130793145831827,0.020902320873400333,0.00909551008603861,0.009804063335984383,0.029318198250307282,0.0045983659894440025,0.005523823295495626,0.006825247632130721,0.006391439519919022,0.008227893861615211,0.007136143445882438,0.006890318848962475,0.0019232159641385295,0.006304677897476683,0.007794085749403514,0.010469235774708987,0.004113946930807606,0.0034343142216759453,0.0032969416528089075,0.17173017135420432
CV,0.005393680861832117,0.015284505820258839,0.030279806232376544,0.05543344660545152,0.023548550357891693,0.025601908755693733,0.0739715132672981,0.012312920251608706,0.014279517026968403,0.014207215674933122,0.015725544067674065,0.0167811438073892,0.015176053792205914,0.015848456366134047,0.0062685272214590415,0.022384498590123637,0.025616369026100788,0.03981635456583038,0.0163473356951775,0.012565974983732195,0.011430843756778252,0.4682741667269178
Total,0.012616585930156894,0.034755259923360565,0.06580869062251464,0.12002747451377341,0.051832839274094426,0.05656134769720194,0.16180319571975996,0.02535608415877377,0.02974477622731545,0.03142216759453402,0.03262237003831971,0.036989371701250814,0.032282553683753885,0.03171137300267515,0.013014243366350951,0.04610657219290001,0.05447183862338226,0.08028342129997831,0.0331284795025667,0.025876653893427807,0.023584701033909333,1.0
