,anos,unas,unos,aser,azul,ojos,asen,amar,amor,eran,eres,alas,ayon,acer,onos,esas,ines,aber,avel,uvas,ivan,omar,edad,oras,ojas,iris,iban,esos,aros,aves,anas,abel,eber,adis,azer,erus,aris,adan,asel,eliv,amig,ojan,ogal,etes,esel,izel,ever,ases,etor,enol,acos,asus,aver,yvan,otos,yban,olor,azar,atan,afin,onon,Total
Ceele_1,0.010230179028132993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010230179028132993
Ceele_2,0.04603580562659847,0.0025575447570332483,0.010230179028132993,0.0025575447570332483,0.0076726342710997444,0.0,0.0025575447570332483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025575447570332483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0741687979539642
Ceele_3,0.06905370843989769,0.0,0.0,0.0,0.0,0.0,0.0025575447570332483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005115089514066497,0.0,0.0025575447570332483,0.0,0.0025575447570332483,0.0,0.0025575447570332483,0.0076726342710997444,0.0025575447570332483,0.0,0.0,0.0,0.0,0.0025575447570332483,0.0,0.0,0.0025575447570332483,0.0,0.0,0.0,0.0,0.0,0.0,0.0025575447570332483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025575447570332483,0.10485933503836317
Ceele_4,0.1636828644501279,0.0025575447570332483,0.023017902813299233,0.023017902813299233,0.0025575447570332483,0.0025575447570332483,0.0076726342710997444,0.0,0.0,0.0,0.0025575447570332483,0.0,0.0025575447570332483,0.0076726342710997444,0.0025575447570332483,0.0,0.0025575447570332483,0.0,0.005115089514066497,0.0,0.0025575447570332483,0.0,0.0,0.0025575447570332483,0.0,0.0,0.0,0.0025575447570332483,0.0025575447570332483,0.0,0.0,0.0025575447570332483,0.0,0.005115089514066497,0.0025575447570332483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025575447570332483,0.0025575447570332483,0.0025575447570332483,0.0025575447570332483,0.0025575447570332483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2813299232736573
Ceele_5,0.0639386189258312,0.0,0.010230179028132993,0.005115089514066497,0.005115089514066497,0.0,0.0,0.0,0.0,0.0,0.005115089514066497,0.0,0.005115089514066497,0.0,0.0025575447570332483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025575447570332483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09974424552429667
Ceele_6,0.07161125319693094,0.0,0.005115089514066497,0.0025575447570332483,0.005115089514066497,0.0,0.005115089514066497,0.0,0.0,0.0,0.0,0.0,0.0,0.0025575447570332483,0.0,0.0,0.005115089514066497,0.0,0.0,0.0,0.005115089514066497,0.0025575447570332483,0.0,0.0025575447570332483,0.0025575447570332483,0.0,0.0,0.0,0.0025575447570332483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025575447570332483,0.0025575447570332483,0.0,0.0025575447570332483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12020460358056266
Ceele_7,0.17902813299232737,0.0025575447570332483,0.043478260869565216,0.005115089514066497,0.015345268542199489,0.0,0.0076726342710997444,0.0,0.0025575447570332483,0.0,0.005115089514066497,0.0,0.010230179028132993,0.0,0.005115089514066497,0.0,0.0025575447570332483,0.0,0.0025575447570332483,0.0,0.0,0.0,0.0,0.0,0.0025575447570332483,0.0025575447570332483,0.0,0.0025575447570332483,0.0,0.0,0.0025575447570332483,0.0025575447570332483,0.005115089514066497,0.0,0.0,0.0025575447570332483,0.0,0.0,0.0025575447570332483,0.0025575447570332483,0.0,0.0,0.0025575447570332483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.309462915601023
cuentos_1,0.011494252873563218,0.011494252873563218,0.011494252873563218,0.0,0.011494252873563218,0.011494252873563218,0.0,0.011494252873563218,0.011494252873563218,0.011494252873563218,0.011494252873563218,0.011494252873563218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04597701149425287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16091954022988506
cuentos_2,0.011494252873563218,0.0,0.011494252873563218,0.0,0.011494252873563218,0.022988505747126436,0.0,0.10344827586206896,0.011494252873563218,0.0,0.0,0.0,0.0,0.0,0.0,0.022988505747126436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19540229885057472
cuentos_3,0.05747126436781609,0.011494252873563218,0.0,0.0,0.0,0.04597701149425287,0.0,0.0,0.034482758620689655,0.04597701149425287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011494252873563218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011494252873563218,0.0,0.0,0.0,0.0,0.21839080459770116
cuentos_4,0.0,0.0,0.04597701149425287,0.0,0.0,0.034482758620689655,0.0,0.0,0.04597701149425287,0.011494252873563218,0.011494252873563218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022988505747126436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1724137931034483
cuentos_5,0.011494252873563218,0.011494252873563218,0.011494252873563218,0.0,0.0,0.0,0.0,0.0,0.0,0.011494252873563218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011494252873563218,0.0,0.05747126436781609
cuentos_6,0.034482758620689655,0.011494252873563218,0.011494252873563218,0.0,0.011494252873563218,0.022988505747126436,0.0,0.0,0.0,0.0,0.011494252873563218,0.022988505747126436,0.0,0.0,0.0,0.011494252873563218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011494252873563218,0.0,0.0,0.14942528735632185
cuentos_7,0.0,0.0,0.0,0.0,0.011494252873563218,0.022988505747126436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011494252873563218,0.0,0.0,0.0,0.04597701149425287
excale_1,0.0,0.03409090909090909,0.0,0.0,0.0,0.011363636363636364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045454545454545456
excale_2,0.0,0.11363636363636363,0.011363636363636364,0.0,0.0,0.011363636363636364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011363636363636364,0.0,0.0,0.0,0.0,0.0,0.011363636363636364,0.0,0.011363636363636364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17045454545454544
excale_3,0.0,0.07954545454545454,0.0,0.022727272727272728,0.0,0.011363636363636364,0.0,0.0,0.0,0.022727272727272728,0.0,0.022727272727272728,0.0,0.0,0.0,0.011363636363636364,0.0,0.022727272727272728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011363636363636364,0.011363636363636364,0.0,0.0,0.011363636363636364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011363636363636364,0.0,0.0,0.0,0.0,0.0,0.011363636363636364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25
excale_4,0.0,0.10227272727272728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011363636363636364,0.011363636363636364,0.0,0.022727272727272728,0.0,0.011363636363636364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011363636363636364,0.011363636363636364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18181818181818182
excale_5,0.0,0.09090909090909091,0.011363636363636364,0.0,0.011363636363636364,0.0,0.0,0.0,0.0,0.0,0.0,0.011363636363636364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011363636363636364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13636363636363635
excale_6,0.0,0.022727272727272728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011363636363636364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011363636363636364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011363636363636364,0.0,0.0,0.0,0.0,0.0,0.056818181818181816
excale_7,0.0,0.045454545454545456,0.0,0.022727272727272728,0.0,0.011363636363636364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011363636363636364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011363636363636364,0.0,0.0,0.011363636363636364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011363636363636364,0.011363636363636364,0.011363636363636364,0.011363636363636364,0.0,0.0,0.0,0.0,0.0,0.0,0.1590909090909091
Total,0.7300173442690419,0.5422860094017162,0.20675290696897536,0.08381771681004418,0.09314627445635472,0.2089316304414637,0.025575447570332484,0.11494252873563218,0.10600582061910221,0.10318704284221525,0.05863411876949226,0.09130094043887148,0.01790281329923274,0.03295745175540572,0.015345268542199489,0.05721003134796239,0.012787723785166242,0.045454545454545456,0.010230179028132993,0.04597701149425287,0.010230179028132993,0.010230179028132993,0.037040303377722905,0.01903627063473611,0.027842362241339225,0.03664845384794234,0.03409090909090909,0.0076726342710997444,0.005115089514066497,0.022727272727272728,0.005115089514066497,0.005115089514066497,0.005115089514066497,0.005115089514066497,0.0025575447570332483,0.0025575447570332483,0.0025575447570332483,0.0025575447570332483,0.0025575447570332483,0.0025575447570332483,0.0025575447570332483,0.0025575447570332483,0.0025575447570332483,0.0025575447570332483,0.011363636363636364,0.0025575447570332483,0.0025575447570332483,0.0025575447570332483,0.0025575447570332483,0.0025575447570332483,0.011363636363636364,0.011363636363636364,0.011363636363636364,0.011363636363636364,0.011363636363636364,0.011363636363636364,0.011494252873563218,0.011494252873563218,0.011494252873563218,0.011494252873563218,0.0025575447570332483,2.9999999999999996
